"","snps","gene","statistic","pvalue","FDR","beta"
"3832","chr3_7213218","AT3G20640",-0.192700195958382,0.847261929132543,0.967308721185313,-1.3698121274178
"3833","chr1_1166697","AT1G04350",0.192486925215343,0.847428889707831,0.967308721185313,7.50953307702298
"3834","chr3_14759603","AT3G42670",0.192160526079478,0.847684426972282,0.967308721185313,1.73463810152345
"3835","chr5_12592181","AT5G33330",-0.192153433992061,0.847689979532379,0.967308721185313,-1.49004312582694
"3836","chr4_5188243","AT4G08230",-0.190583093172606,0.848919622018033,0.967308721185313,-15.863321049033
"3837","chr4_900097","AT4G02050",0.190567606615303,0.848931750480267,0.967308721185313,2.91119804009117
"3838","chr1_2055398","AT1G06700",0.190564956180452,0.848933826200132,0.967308721185313,13.6321262317849
"3839","chr3_17570442","AT3G47650",0.190475504700839,0.849003881815756,0.967308721185313,11.7928266886727
"3840","chr3_17312246","AT3G46990",0.190218534214038,0.849205139754694,0.967308721185313,0.511330790128364
"3841","chr1_26939105","AT1G71520",0.190026399626229,0.849355624996445,0.967308721185313,0.765772720820469
"3842","chr2_11458773","AT2G26870",-0.189763612907016,0.84956145589558,0.967308721185313,-1.70605560220454
"3843","chr5_26107245","AT5G65320",0.189670039539342,0.849634750858845,0.967308721185313,0.223247748900375
"3844","chr2_8571099","AT2G19860",0.189405784495623,0.849841745887324,0.967308721185313,3.72416861533947
"3845","chr5_7408158","AT5G22370",0.189090436651108,0.850088776270955,0.967308721185313,0.5122989743853
"3846","chr1_19847606","AT1G53210",-0.18872297965667,0.850376645407593,0.967308721185313,-92.44564752195
"3847","chr5_16127741","AT5G40330",0.188460757783101,0.850582084626741,0.967308721185313,7.5
"3848","chr2_16004194","AT2G38195",-0.188024922572706,0.850923564694748,0.967308721185313,-1.44812026078043
"3849","chr2_13145859","AT2G30880",0.18796887416476,0.850967481066963,0.967308721185313,1.2715753775026
"3850","chr5_21401776","AT5G52820",-0.187861745382747,0.851051422429536,0.967308721185313,-6.87508247092503
"3851","chr1_26293289","AT1G69830",-0.187795675324999,0.85110319284038,0.967308721185313,-112.788134664818
"3852","chr4_12122154","AT4G23140",0.187564021952677,0.851284714189131,0.967308721185313,12.0769221297487
"3853","chr3_16364587","AT3G44820",0.186988306046853,0.851735873817093,0.967570184193463,1.09670264760073
"3854","chr5_5224928","AT5G16000",-0.186290197646822,0.852283011546002,0.967940514150713,-2.76947548166806
"3855","chr3_8838970","AT3G24350",-0.185325442247389,0.853039249318432,0.968111946669892,-1.17816650718628
"3856","chr5_4833610","AT5G14940",-0.184601294111405,0.853606972561285,0.968111946669892,-5.31495429443635
"3857","chr3_5587549","AT3G16440",0.183963208081001,0.854107287189285,0.968111946669892,5.0560027141984
"3858","chr5_5887922","AT5G17820",-0.183943946492196,0.854122390856357,0.968111946669892,-11.5274198034188
"3859","chr1_18505428","AT1G49975",-0.18386503947217,0.854184265094747,0.968111946669892,-4.2401608337526
"3860","chr3_4964407","AT3G14790",-0.183519376288213,0.854455324400477,0.968111946669892,-2.48455130584791
"3861","chr1_27979088","AT1G74440",0.183218218268566,0.854691498055098,0.968111946669892,6.63038194084735
"3862","chr2_9355102","AT2G21960",-0.183138250306968,0.854754212594658,0.968111946669892,-8.44606411631316
"3863","chr5_2121287","AT5G06839",0.183006840382086,0.854857272276806,0.968111946669892,0.420892180060988
"3864","chr1_315207","AT1G01910",0.182908091168526,0.854934719069955,0.968111946669892,2.66733457093687
"3865","chr2_15945174","AT2G38090",0.182780140799719,0.855035069758053,0.968111946669892,0.528747008109472
"3866","chr5_1924122","AT5G06300",0.182556919844433,0.855210146208993,0.968111946669892,1.46681717724644
"3867","chr5_13738117","AT5G35555",-0.181800924862613,0.855803140524572,0.968111946669892,-2.05327388028968
"3868","chr3_19980912","AT3G53960",-0.181775603876747,0.855823003447882,0.968111946669892,-3.2799621286623
"3869","chr1_16444089","AT1G43650",0.181641156977574,0.855928471193009,0.968111946669892,5.55848790131537
"3870","chr3_2321443","AT3G07280",-0.181584565138273,0.855972865801344,0.968111946669892,-3.34724151473312
"3871","chr4_6812595","AT4G11170",-0.181026301620282,0.856410831330964,0.968270186733136,-3.19167788760361
"3872","chr3_20394911","AT3G55020",0.18084227561755,0.856555212024378,0.968270186733136,3.13087096869817
"3873","chr1_27991187","AT1G74470",-0.180278670371962,0.856997427915571,0.968519943709387,-118.933626155159
"3874","chr2_11316971","AT2G26600",0.178507782278067,0.858387194215624,0.969252853837005,9.97684038188477
"3875","chr1_8352231","AT1G23550",-0.178441883327849,0.858438919239319,0.969252853837005,-0.585681153670881
"3876","chr1_13329581","AT1G35840",0.178375389550861,0.858491111768554,0.969252853837005,0.266129440900053
"3877","chr5_16569512","AT5G41400",-0.178323661844237,0.858531714490762,0.969252853837005,-6.43781344979685
"3878","chr1_9956231","AT1G28370",0.177937800406037,0.858834601236391,0.969344778136071,13.8687723294227
"3879","chr5_8937506","AT5G25620",0.177461369189635,0.859208610593782,0.969516908628251,2.69004194068687
"3880","chr2_13260627","AT2G31110",-0.176293003579761,0.860125938133056,0.970301863713502,-6.29949660477547
"3881","chr5_16812065","AT5G42030",0.17496710962614,0.861167176287117,0.970808198194559,6.03352619039823
"3882","chr5_4658818","AT5G14450",-0.174729627662722,0.861353698919215,0.970808198194559,-5.92474261722773
"3883","chr4_5644260","AT4G08860",0.174606177064641,0.861450662316504,0.970808198194559,0.0974661308489923
"3884","chr3_9357707","AT3G25690",-0.174445245170513,0.861577068275496,0.970808198194559,-54.1539627063463
"3885","chr3_11961798","AT3G30350",0.174195957938023,0.86177288105135,0.970808198194559,0.220629223203324
"3886","chr1_7346194","AT1G21010",-0.173959871923671,0.861958332247781,0.970808198194559,-1.89195133565164
"3887","chr3_20648968","AT3G55660",0.173744698610457,0.862127362664439,0.970808198194559,0.645743341811408
"3888","chr3_4041865","AT3G12710",-0.172251777664392,0.86330030769965,0.971878972942738,-2.7756470567753
"3889","chr4_15318168","AT4G31610",0.171763414870471,0.863684066012443,0.972060981469906,0.0726969136970615
"3890","chr1_28409830","AT1G75660",-0.171311356697996,0.864039324685182,0.972210828829574,-8.89753296257779
"3891","chr1_904467","AT1G03620",0.170911816044812,0.864353334393374,0.972314198057002,0.54130296239734
"3892","chr3_17711090","AT3G47980",-0.170590419637336,0.864605944035426,0.972348462755154,-0.624223669995965
"3893","chr2_14405902","AT2G34100",-0.169625670199505,0.865364296502052,0.972951329511811,-0.024375849181734
"3894","chr4_11176717","AT4G20870",0.169330094690162,0.865596661964809,0.97296265778633,4.81825398228058
"3895","chr2_15056208","AT2G35840",-0.16847783325197,0.8662667289197,0.97311051435602,-33.4380961828319
"3896","chr3_2441670","AT3G07650",0.168023041950403,0.866624335455862,0.97311051435602,21.7237079485596
"3897","chr3_5013921","AT3G14900",-0.16777959395836,0.866815772078914,0.97311051435602,-2.45563273713298
"3898","chr1_22491382","AT1G61065",0.167549230776183,0.8669969266049,0.97311051435602,0.999829932220735
"3899","chr4_7962448","AT4G13710",-0.166842770879901,0.867552520855547,0.97311051435602,-0.845450871202037
"3900","chr4_6898630","AT4G11340",0.166714312976431,0.867653553424062,0.97311051435602,0.341030125343
"3901","chr4_15790408","AT4G32730",-0.166676669838751,0.867683160287795,0.97311051435602,-11.2881918706069
"3902","chr4_16359502","AT4G34160",-0.166597667921907,0.867745297025194,0.97311051435602,-1.72886363811409
"3903","chr5_4041220","AT5G12440",0.166502259900151,0.867820338615348,0.97311051435602,4.9700292583249
"3904","chr3_18176","AT3G01060",0.166092066304127,0.868142983149996,0.97311051435602,33.1865516778258
"3905","chr2_15719810","AT2G37440",0.166052936463655,0.868173762522335,0.97311051435602,1.69645391025974
"3906","chr4_12537266","AT4G24150",0.164774907219525,0.869179164952318,0.973831579297353,2.19548996129911
"3907","chr2_8202362","AT2G18938",0.16444748242485,0.869436778295605,0.973831579297353,0.12082970991708
"3908","chr5_7163152","AT5G21080",-0.164122336202402,0.869692612639696,0.973831579297353,-0.16936978587273
"3909","chr3_465548","AT3G02310",-0.164104021130902,0.869707023868712,0.973831579297353,-0.111932108328644
"3910","chr5_9318303","AT5G26670",-0.163040886261644,0.870543626613519,0.974271250922441,-1.33443813206545
"3911","chr5_6833708","AT5G20250",0.162835130468307,0.870705556895784,0.974271250922441,135.408135487964
"3912","chr3_1492170","AT3G05230",-0.162756486732115,0.870767451132874,0.974271250922441,-1.63536929670589
"3913","chr4_16422179","AT4G34320",0.162304785627353,0.871122964545567,0.974419937596716,0.165905699480498
"3914","chr3_4359114","AT3G13405",0.161662169154091,0.871628783745645,0.974543939111306,0.151996970755396
"3915","chr1_30358444","AT1G80780",0.161396129893658,0.87183820519678,0.974543939111306,5.16042179252344
"3916","chr2_17211865","AT2G41290",0.161315377089449,0.871901774174063,0.974543939111306,6.14839367688359
"3917","chr2_16165773","AT2G38650",-0.16051888984893,0.872528816952881,0.974898146795496,-4.02319193599758
"3918","chr1_19029553","AT1G51330",-0.16034701261052,0.8726641396264,0.974898146795496,-0.0333771469732158
"3919","chr4_5637277","AT4G08850",-0.159955705974002,0.872972237747345,0.97497919589516,-182.058112428038
"3920","chr4_7529312","AT4G12820",0.159689065003188,0.873182190520683,0.97497919589516,0.106654380774333
"3921","chr2_17956967","AT2G43190",-0.15769831936591,0.874749983214579,0.976175208528482,-0.805673393641303
"3922","chr3_2612439","AT3G08600",0.157677246208573,0.874766581826381,0.976175208528482,2.71217482734554
"3923","chr4_15887504","AT4G32920",-0.157479427511599,0.874922399601836,0.976175208528482,-6.03489532231579
"3924","chr3_3367944","AT3G10750",-0.156742266818868,0.875503088901257,0.976333745884353,-0.0548507746475075
"3925","chr5_2121198","AT5G06839",-0.156732715998504,0.875510612884644,0.976333745884353,-0.347507298785049
"3926","chr1_1307836","AT1G04680",0.155906465184881,0.876161562682204,0.976727673590318,8.14000209790521
"3927","chr3_23172985","AT3G62660",-0.155717864400183,0.876310160883979,0.976727673590318,-8.08761781690531
"3928","chr5_25485806","AT5G63660",-0.154703258933499,0.877109641500989,0.977151673519852,-0.168522170608914
"3929","chr4_2487428","AT4G04900",-0.154560451887329,0.87722217955406,0.977151673519852,-0.506652024310951
"3930","chr3_4377076","AT3G13438",0.154385173243311,0.877360310014397,0.977151673519852,0.166093405863311
"3931","chr1_10250019","AT1G29300",-0.153332611078331,0.878189872996666,0.97763487048641,-1.83022363396972
"3932","chr1_17333613","AT1G47280",-0.153267904268294,0.878240875200494,0.97763487048641,-0.5
"3933","chr1_1974281","AT1G06475",0.152511389705513,0.878837200976655,0.978049943726117,0.313727717642586
"3934","chr2_10606646","AT2G24930",0.150208717006837,0.88065271515649,0.979821284758504,0.931852708588193
"3935","chr1_1240395","AT1G04550",0.149801887766784,0.880973540368959,0.979929145157543,1.57941976541292
"3936","chr1_28903648","AT1G76940",-0.149430484320078,0.881266445932692,0.980005902908382,-0.688241317949016
"3937","chr3_890583","AT3G03660",-0.147444465601297,0.882832985538672,0.981498597333698,-0.083291721929809
"3938","chr4_11628188","AT4G21910",-0.147087782693924,0.883114380132533,0.981562123372294,-16.9937495739134
"3939","chr2_9753637","AT2G22920",0.145780618774803,0.884145755186019,0.982458992244022,6.91232907718225
"3940","chr2_18328418","AT2G44410",-0.145377809638606,0.884463618361457,0.982562755727944,-1.56682636818877
"3941","chr4_8135141","AT4G14120",0.144664306527103,0.885026700889752,0.98290134419852,0.187262784934556
"3942","chr1_13124876","AT1G35580",-0.144221522446467,0.885376166614065,0.98290134419852,-16.755882984978
"3943","chr1_16617142","AT1G43850",0.144027427243939,0.885529362597857,0.98290134419852,4.18208520092703
"3944","chr1_30126985","AT1G80070",0.143853499795604,0.885666644167001,0.98290134419852,12.8982141105609
"3945","chr3_10126837","AT3G27350",-0.143477139869061,0.885963718201938,0.982920202376739,-2.75143903198212
"3946","chr4_10925275","AT4G20230",0.14317331263809,0.886203551371413,0.982920202376739,1.06968255291935
"3947","chr4_8286212","AT4G14380",0.142978507070478,0.886357331227094,0.982920202376739,0.383283821891276
"3948","chr4_16563179","AT4G34710",0.142402988638693,0.886811671523757,0.983174945861065,140.247914102992
"3949","chr1_27939888","AT1G74310",-0.142069252042439,0.887075155393183,0.983218018525186,-6.26063905607647
"3950","chr5_7192867","AT5G21150",0.14161070957521,0.887437193462453,0.983293159570618,0.659860396627365
"3951","chr4_14192610","AT4G28720",-0.141073268132307,0.887861555477274,0.983293159570618,-1.44670588572448
"3952","chr3_1956621","AT3G06430",-0.140933832611789,0.887971658581248,0.983293159570618,-2.31739050482076
"3953","chr5_17585779","AT5G43760",0.140845324262021,0.888041548956512,0.983293159570618,23.7187121685495
"3954","chr1_25515820","AT1G68070",0.139859147334513,0.888820339772528,0.983395405198721,0.833973280785318
"3955","chr1_23153941","AT1G62540",-0.139513442516361,0.88909337079542,0.983395405198721,-6.94264041276458
"3956","chr5_17379584","AT5G43310",0.139445498287109,0.88914703339425,0.983395405198721,14.2726614073331
"3957","chr1_18117296","AT1G48970",0.13942760681627,0.889161164227571,0.983395405198721,1.1132633954756
"3958","chr5_24939039","AT5G62090",-0.139305942100088,0.889257256974306,0.983395405198721,-3.75990931742023
"3959","chr2_10823307","AT2G25430",-0.137559531975862,0.890636778835761,0.983881506628883,-5.34014746470539
"3960","chr5_19128181","AT5G47090",-0.137448607091286,0.890724411724112,0.983881506628883,-1.30704108498662
"3961","chr5_17452164","AT5G43420",0.137410943907367,0.890754166700837,0.983881506628883,0.88215015109465
"3962","chr5_19226772","AT5G47390",-0.137038086729009,0.891048742695517,0.983881506628883,-9.67320517222823
"3963","chr5_7547481","AT5G22700",0.136918256514001,0.891143417818486,0.983881506628883,1.09214710320699
"3964","chr3_3629351","AT3G11530",0.136707739762145,0.891309746075363,0.983881506628883,1.02208532852808
"3965","chr1_1144332","AT1G04280",-0.136453649455908,0.891510507970474,0.983881506628883,-2.77432972492687
"3966","chr3_6980309","AT3G20015",0.136252987016159,0.89166906035488,0.983881506628883,1.31049806433948
"3967","chr4_12714631","AT4G24630",-0.136188664932317,0.891719885034676,0.983881506628883,-2.85150207052809
"3968","chr4_219091","AT4G00480",-0.134803471424599,0.892814516163686,0.984471216401056,-0.492412438605825
"3969","chr4_13162501","AT4G25900",-0.13455572142945,0.893010319017502,0.984471216401056,-3.77972194317911
"3970","chr4_16896586","AT4G35600",-0.134508007506221,0.893048029244108,0.984471216401056,-3.14554202755428
"3971","chr3_5992786","AT3G17510",-0.134373885530487,0.893154032517384,0.984471216401056,-47.9612130707003
"3972","chr4_284958","AT4G00695",-0.133734877162738,0.893659098883472,0.984779928452406,-0.0584000503068138
"3973","chr1_26143323","AT1G69530",-0.133077279316654,0.89417890334361,0.984924392374498,-38.3846018348176
"3974","chr5_15066404","AT5G37850",-0.132899588411283,0.894319368636031,0.984924392374498,-2.84655047864704
"3975","chr4_15819538","AT4G32800",-0.132715033068724,0.894465263808231,0.984924392374498,-1.56201686036292
"3976","chr3_19248617","AT3G51880",-0.131400052027016,0.895504889388804,0.985206993016314,-6.05703955638224
"3977","chr5_25881173","AT5G64740",0.13136634924581,0.895531537220656,0.985206993016314,26.7345447640112
"3978","chr4_9023981","AT4G15900",0.131349186087533,0.895545107687845,0.985206993016314,2.85581314756512
"3979","chr4_7800328","AT4G13420",-0.13120212558169,0.8956613858979,0.985206993016314,-2.51472838108959
"3980","chr2_15555055","AT2G37035",-0.130966942581006,0.89584734571737,0.985206993016314,-1.02842216125476
"3981","chr5_3196620","AT5G10180",0.130653745419169,0.896095000446551,0.985231805313879,56.8795511488244
"3982","chr5_23597114","AT5G58380",0.129520478689892,0.896991194316543,0.985369018494507,1.03820654677968
"3983","chr5_7226804","AT5G21482",-0.129165707267914,0.897271776742112,0.985369018494507,-4.64409565373491
"3984","chr2_8001454","AT2G18460",0.128829877145322,0.897537390697189,0.985369018494507,0.611387216173633
"3985","chr3_15813152","AT3G44042",0.128728825628414,0.897617316375001,0.985369018494507,9.4964542865694
"3986","chr3_16071225","AT3G44440",0.128716504531088,0.897627061693876,0.985369018494507,0.408963766230173
"3987","chr2_15044000","AT2G35800",-0.128588430682857,0.897728362069255,0.985369018494507,-31.1888868275172
"3988","chr4_18115421","AT4G38810",-0.128503335107917,0.897795669581013,0.985369018494507,-8.41053303204658
"3989","chr2_12380238","AT2G28840",0.1278998394686,0.898273033859035,0.985509467505248,26.5895438691308
"3990","chr2_9553949","AT2G22490",-0.127772265886531,0.898373949130898,0.985509467505248,-1.07327348643263
"3991","chr4_2501827","AT4G04920",0.126458627584294,0.899413179619492,0.986402276921703,3.74699984118732
"3992","chr5_23249789","AT5G57380",0.125996962440755,0.899778448022055,0.98647443325173,0.240460814768886
"3993","chr2_10196728","AT2G23960",-0.125805768722045,0.899929726290646,0.98647443325173,-0.0888146201262476
"3994","chr3_23430870","AT3G63460",0.125215661741029,0.900396659792772,0.98653203962442,12.8379132782511
"3995","chr1_19851608","AT1G53230",-0.125126632172634,0.900467109156169,0.98653203962442,-0.213650879770306
"3996","chr5_25220154","AT5G62810",0.12488483393831,0.900658448786654,0.98653203962442,5.92516847562115
"3997","chr4_14938106","AT4G30600",-0.124505897938456,0.900958319828155,0.986613601673214,-7.52667019612157
"3998","chr4_1239523","AT4G02780",-0.123776127057651,0.901535863979782,0.986999118719236,-0.437489896639875
"3999","chr5_13465970","AT5G35200",-0.122691670490499,0.902394204514952,0.987691781235795,-2.40898075894327
"4000","chr3_16479746","AT3G45060",-0.121858550847167,0.903053691219964,0.988166501617446,-1.32970619202145
"4001","chr2_18907471","AT2G45950",-0.120251743108852,0.904325808414928,0.989074523556939,-4.23676949458104
"4002","chr3_18003513","AT3G48560",-0.120028523749232,0.904502551779199,0.989074523556939,-19.5294171744225
"4003","chr5_22515825","AT5G55580",0.119333276575048,0.905053073476897,0.989074523556939,1.08778776575021
"4004","chr5_16486849","AT5G41180",-0.119064637768894,0.905265803607421,0.989074523556939,-1.15198056919478
"4005","chr1_29093531","AT1G77420",0.118961202241813,0.905347714117501,0.989074523556939,1.6272414911266
"4006","chr5_5711804","AT5G17330",-0.118798948479072,0.905476204774462,0.989074523556939,-19.0496069861818
"4007","chr1_29519323","AT1G78460",-0.11842491354157,0.905772416872989,0.989074523556939,-17.4519447108041
"4008","chr4_706147","AT4G01650",-0.118145794253494,0.905993470324841,0.989074523556939,-1.8147081270395
"4009","chr2_1164334","AT2G03810",0.118069734011767,0.906053708843932,0.989074523556939,0.568969900538514
"4010","chr1_1183210","AT1G04390",0.117866716385906,0.906214498273652,0.989074523556939,1.91504202214402
"4011","chr1_4837609","AT1G14130",-0.11755428649243,0.906461949461027,0.989074523556939,-1.14816421738762
"4012","chr5_16472708","AT5G41140",-0.117327920266737,0.906641242063709,0.989074523556939,-19.9555189958057
"4013","chr2_9546538","AT2G22480",-0.116618774324916,0.907202949542966,0.989074523556939,-1.37237048044717
"4014","chr1_9321639","AT1G26910",-0.116206036411817,0.907529896599234,0.989074523556939,-0.69000762983767
"4015","chr1_931615","AT1G03730",0.116043437480569,0.907658702366067,0.989074523556939,1.9466858192608
"4016","chr3_20220380","AT3G54620",0.115885273437829,0.90778399728941,0.989074523556939,2.8625466409353
"4017","chr2_19517334","AT2G47570",0.115767755377578,0.907877094631469,0.989074523556939,1.85235677666685
"4018","chr1_11445854","AT1G31880",-0.115674491094995,0.907950979129948,0.989074523556939,-1.0174337119806
"4019","chr2_5827684","AT2G13890",-0.115387519657253,0.908178324550948,0.989076020542299,-1.38965755508379
"4020","chr1_3374543","AT1G10290",0.11496233074273,0.908515182917578,0.989196755131901,9.29224558996896
"4021","chr1_7873921","AT1G22280",-0.113373791007511,0.909773858117737,0.990103797358428,-11.4789091925308
"4022","chr2_16008470","AT2G38220",-0.113339972779331,0.909800656380077,0.990103797358428,-0.328485360633882
"4023","chr4_10707462","AT4G19690",-0.111705019777262,0.911096349061424,0.990680313781184,-14.8028711420855
"4024","chr3_3098804","AT3G10050",0.111026692324223,0.911633990203635,0.990680313781184,9.60402677394801
"4025","chr3_364278","AT3G02080",-0.110937854080487,0.911704406248113,0.990680313781184,-9.74635625520896
"4026","chr2_12061801","AT2G28290",-0.110932961108281,0.911708284595196,0.990680313781184,-6.55062482052467
"4027","chr4_13040565","AT4G25530",-0.110807430605979,0.911807785341074,0.990680313781184,-0.0279065920161725
"4028","chr2_10540293","AT2G24750",-0.110792357471645,0.911819733033377,0.990680313781184,-1.7884742981963
"4029","chr5_1783363","AT5G05930",-0.110323493074655,0.91219138750517,0.990680313781184,-1.5833730054278
"4030","chr2_13185663","AT2G30980",0.110317444578078,0.912196182089466,0.990680313781184,18.5793064632885
"4031","chr2_13860079","AT2G32680",-0.110101383499425,0.912367453701612,0.990680313781184,-5.80918340903994
"4032","chr4_9966719","AT4G17940",-0.10969432981949,0.912690136225873,0.990712206584191,-1.62462179158417
"4033","chr1_29730116","AT1G79020",-0.109493284740416,0.912849515456715,0.990712206584191,-0.739992994862463
"4034","chr5_2786720","AT5G08600",-0.108777349901247,0.913417103948906,0.991082465043223,-0.38309091621987
"4035","chr1_8567254","AT1G24190",-0.108469072290713,0.913661518092273,0.991101973900837,-2.34928436836916
"4036","chr2_11283777","AT2G26530",0.107033095922539,0.914800121958905,0.99198871602789,7.07739366505738
"4037","chr2_11251439","AT2G26450",-0.106866477341779,0.914932247339409,0.99198871602789,-0.0836694371679873
"4038","chr5_8465532","AT5G24710",0.106580019946782,0.915159408137848,0.991989284155364,7.00697724330477
"4039","chr3_81520","AT3G01260",0.105929722065881,0.915675120307195,0.992302550528495,2.80028022545118
"4040","chr1_21238100","AT1G56660",0.105417337309666,0.916081486943091,0.992497195136116,24.5731517605417
"4041","chr3_23142536","AT3G62570",0.103658351579029,0.917476685563898,0.993762794534318,0.354762550627529
"4042","chr5_1034947","AT5G03860",-0.103142666153249,0.917885767283739,0.993833454723822,-11.6670473932115
"4043","chr2_14985335","AT2G35650",0.102867147860503,0.918104338726582,0.993833454723822,5.13971105961649
"4044","chr3_2418085","AT3G07570",-0.102229095962433,0.918610535535897,0.993833454723822,-1.61806678704384
"4045","chr2_18727923","AT2G45430",-0.101389517363202,0.919276663391382,0.993833454723822,-0.620992804898815
"4046","chr4_17505609","AT4G37180",-0.101317713586241,0.919333635681197,0.993833454723822,-1.51124868445362
"4047","chr1_22589075","AT1G61250",0.101251625042751,0.919386073619146,0.993833454723822,38.7390996507474
"4048","chr2_17130855","AT2G41070",0.100845520467953,0.919708304897844,0.993833454723822,0.566157741974316
"4049","chr4_10333384","AT4G18820",0.100829468764334,0.919721041694561,0.993833454723822,1.38952105032262
"4050","chr3_21942430","AT3G59370",0.100773984237389,0.919765068030348,0.993833454723822,0.134011656505131
"4051","chr1_4385028","AT1G12860",-0.100613034686932,0.919892781047404,0.993833454723822,-2.58539313467639
"4052","chr1_9657818","AT1G27750",-0.100206402462629,0.920215451798873,0.993833454723822,-1.3273349472858
"4053","chr2_208285","AT2G01460",-0.0999544413372319,0.920415394571697,0.993833454723822,-7.25698222001122
"4054","chr1_3020628","AT1G09350",-0.0998557938473643,0.920493677279044,0.993833454723822,-1.28329282784625
"4055","chr1_4546304","AT1G13270",-0.0993383933049851,0.920904278314391,0.994031572424683,-16.355067846811
"4056","chr5_16869456","AT5G42210",0.098574205414351,0.92151076459636,0.994440980433498,0.237510949974302
"4057","chr3_19575289","AT3G52820",0.0981282734067432,0.921864693027977,0.994577708006767,0.121876393112094
"4058","chr5_16375429","AT5G40870",-0.0961506373703972,0.923434494151726,0.995674794427978,-1.67125840944096
"4059","chr1_27390143","AT1G72770",0.0961271082489796,0.923453172828904,0.995674794427978,3.83050015494935
"4060","chr2_12959226","AT2G30410",-0.0959874920228393,0.923564008539546,0.995674794427978,-4.038457380219
"4061","chr4_16671710","AT4G35010",-0.0956458514316135,0.92383522954493,0.995721940339365,-0.239680026963251
"4062","chr1_19080870","AT1G51460",0.0947689695798973,0.924531407461412,0.995858071559161,0.360563906013394
"4063","chr5_7950838","AT5G23580",0.0944637333416843,0.924773755590363,0.995858071559161,0.499836511048095
"4064","chr3_9854230","AT3G26790",0.093689146123498,0.925388785244641,0.995858071559161,0.0992198271531617
"4065","chr1_2649159","AT1G08410",-0.0936661397602928,0.925407053202442,0.995858071559161,-0.703388040296127
"4066","chr5_18424862","AT5G45470",0.0936002386825648,0.925459381469922,0.995858071559161,0.829207135664102
"4067","chr1_23621554","AT1G63690",-0.0935391331373579,0.925507902168877,0.995858071559161,-4.18603955266867
"4068","chr3_1440614","AT3G05150",-0.0933200318565472,0.925681881252679,0.995858071559161,-0.275471214940947
"4069","chr3_11005983","AT3G29000",-0.0931943289525133,0.925781698234915,0.995858071559161,-2.43305756228586
"4070","chr4_6746668","AT4G11040",0.0927376112031835,0.926144374226662,0.995891261152859,0.58789001724293
"4071","chr1_3469860","AT1G10522",0.0920846807120771,0.926662887927342,0.995891261152859,7.48417011124821
"4072","chr5_18331095","AT5G45260",0.0919944077703234,0.926734579118823,0.995891261152859,16.5
"4073","chr3_22491134","AT3G60860",0.0918903898600982,0.926817186758833,0.995891261152859,1.60583177514209
"4074","chr1_27603747","AT1G73430",0.0916121548425835,0.927038155842211,0.995891261152859,0.997071086220048
"4075","chr2_14557800","AT2G34555",-0.0914364226413684,0.927177722000891,0.995891261152859,-0.0214171776393486
"4076","chr5_3558545","AT5G11180",-0.0910621728545081,0.927474957905634,0.995966116475211,-0.0341610214145397
"4077","chr2_11623546","AT2G27190",0.0899814105378137,0.928333375573286,0.996643410567641,6.34293457284101
"4078","chr4_8628181","AT4G15100",-0.0888976974682357,0.929194220907078,0.997224209868339,-0.217211361724574
"4079","chr1_25861302","AT1G68810",-0.0887267347030092,0.92933003245441,0.997224209868339,-0.838049332419227
"4080","chr3_6459968","AT3G18770",0.0874925738350377,0.930310501633883,0.997366290999355,1.37551379068787
"4081","chr5_26635153","AT5G66700",0.0871976325417788,0.930544831130659,0.997366290999355,0.322753216304105
"4082","chr3_7886185","AT3G22300",-0.0863166326365102,0.93124481735967,0.997366290999355,-0.630671041324937
"4083","chr5_25949018","AT5G64940",0.0860233279995864,0.931477870340345,0.997366290999355,22.4264584963397
"4084","chr1_7301354","AT1G20950",-0.0860069308563637,0.931490899299552,0.997366290999355,-1.60613828688576
"4085","chr1_28353414","AT1G75520",0.0859327412003146,0.931549849676473,0.997366290999355,0.0995748252388183
"4086","chr3_8079383","AT3G22830",-0.0858918702558894,0.931582325491037,0.997366290999355,-0.620931957935401
"4087","chr5_21429138","AT5G52870",0.0858374613736307,0.931625558649411,0.997366290999355,1.00074286266612
"4088","chr2_11293068","AT2G26550",0.0854696229804577,0.931917847393343,0.997366290999355,1.00049116442195
"4089","chr3_10216613","AT3G27570",-0.0847010681376801,0.932528579837822,0.997366290999355,-1.37573582596029
"4090","chr1_9492992","AT1G27330",-0.0846296502827006,0.932585334095682,0.997366290999355,-4.27934435186836
"4091","chr4_8054874","AT4G13940",0.084498458860134,0.932689590037809,0.997366290999355,25.2126545198005
"4092","chr4_15100355","AT4G30993",0.0844169420745612,0.932754370841577,0.997366290999355,2.84159906768949
"4093","chr3_71370","AT3G01202",-0.0842353946489075,0.932898646880367,0.997366290999355,-0.0276347033445079
"4094","chr3_17179951","AT3G46620",0.083818187701921,0.933230210297668,0.997366290999355,6.21600864057492
"4095","chr5_16764595","AT5G41890",0.0837393288900155,0.933292882414244,0.997366290999355,0.0184886160561273
"4096","chr1_13871969","AT1G36680",0.0836848868126586,0.933336149859118,0.997366290999355,3.53614816632797
"4097","chr2_125731","AT2G01220",0.0829697040612084,0.933904554434877,0.997630158115217,1.1165819653467
"4098","chr4_8983018","AT4G15790",-0.0826017248288871,0.93419702584475,0.997630158115217,-1.09693159819782
"4099","chr3_15917172","AT3G44210",-0.0822387026242973,0.93448556611499,0.997630158115217,-0.201773838367856
